Region,Year,Gender,Age_Group,Population,PCC_litres_year,Correction_factor,Relative_consumption,P_LA,P_FD,P_CD,P_BD
20:CA,2011,Male,65+,1884495,9.9268,0.8,84.9836,0.066556,0.194329,0.739114,0.198215
20:CA,2011,Female,15-34,4104205,9.9268,0.8,48.1578,0.15867,0.090387,0.750943,0.315395
20:CA,2011,Female,35-64,6827455,9.9268,0.8,38.0081,0.120062,0.146917,0.73302,0.165984
20:CA,2011,Female,65+,2445720,9.9268,0.8,32.2436,0.12857,0.221723,0.649707,0.061847
20:CA,2012,Male,15-34,4343710,9.8072,0.8,100,0.104468,0.068382,0.827149,0.445273
20:CA,2012,Male,35-64,6962440,9.8072,0.8,90.0229,0.064278,0.123559,0.812163,0.296509
20:CA,2012,Male,65+,2195350,9.8072,0.8,84.9417,0.067081,0.195417,0.737502,0.19523
20:CA,2012,Female,15-34,4316070,9.8072,0.8,48.2862,0.158432,0.091041,0.750527,0.312819
20:CA,2012,Female,35-64,7209290,9.8072,0.8,38.1585,0.119763,0.147632,0.732604,0.163416
20:CA,2012,Female,65+,2740995,9.8072,0.8,32.3108,0.12915,0.222848,0.648002,0.058874
20:CA,2013,Male,15-34,4782418,9.568,0.8,100,0.105018,0.069581,0.8254,0.449801
20:CA,2013,Male,35-64,7041003,9.568,0.8,89.9881,0.064844,0.124651,0.810505,0.301067
20:CA,2013,Male,65+,2523107,9.568,0.8,84.7844,0.068532,0.196718,0.734749,0.19936
20:CA,2013,Female,15-34,4630789,9.568,0.8,48.084,0.158769,0.092168,0.749064,0.317405
20:CA,2013,Female,35-64,7152572,9.568,0.8,37.9004,0.1203,0.148718,0.730982,0.167944
20:CA,2013,Female,65+,2913995,9.568,0.8,31.9368,0.130493,0.224112,0.645395,0.063017
20:CA,2014,Male,15-34,4783940,9.6876,0.8,100,0.100646,0.071791,0.827564,0.454215
20:CA,2014,Male,35-64,7033524,9.6876,0.8,89.8395,0.060436,0.126963,0.812601,0.305455
20:CA,2014,Male,65+,2676564,9.6876,0.8,84.469,0.064975,0.199403,0.735622,0.20336
20:CA,2014,Female,15-34,4652556,9.6876,0.8,47.3592,0.154278,0.094381,0.751341,0.321877
20:CA,2014,Female,35-64,7182345,9.6876,0.8,37.0001,0.115998,0.151121,0.73288,0.172285
20:CA,2014,Female,65+,3028104,9.6876,0.8,30.8711,0.126955,0.22686,0.646186,0.067021
20:CA,2015,Male,15-34,4785463,9.8072,0.8,100,0.101401,0.071338,0.827261,0.452579
20:CA,2015,Male,35-64,7026045,9.8072,0.8,89.8298,0.061542,0.126644,0.811814,0.303653
20:CA,2015,Male,65+,2830022,9.8072,0.8,84.3715,0.066977,0.199448,0.733574,0.201128
20:CA,2015,Female,15-34,4674323,9.8072,0.8,47.514,0.155026,0.093919,0.751055,0.320251
20:CA,2015,Female,35-64,7212119,9.8072,0.8,37.1259,0.117278,0.150858,0.731865,0.170415
20:CA,2015,Female,65+,3142213,9.8072,0.8,30.9297,0.128994,0.226911,0.644095,0.064795
